ID,SKU,GTIN / EAN / UPC,MPN,Product Name (EN),Brand,Model Number,Category,Product Type,Condition,Product Name (AR),Short Description (AR),Key Features (AR) [JSON],Package Contents (AR),Weight (kg),Length (cm),Width (cm),Height (cm),Shipping Class,Dimension Confidence,Country of Origin,HS Code,Voltage,Regular Price (SAR),Sale Price (SAR),Cost Price FOB,Cost Currency,Landed Cost (SAR),MSRP,MAP Price,VAT Rate (%),Price Incl. VAT,Amazon SA Ref Price,Your Price vs Amazon (SAR),Your Price vs Amazon (%),Amazon Ref URL,Amazon Ref Date,Lifecycle Status,Replacement SKU,Release Date,EOL Date,Warranty (months),Warranty Type,Return Policy Days
42,GC-SW-ACC1,,,Adobe Creative Cloud 1 Year,,,Gift Cards & Software Keys,Digital,New,أدوبي كرييتف كلاود,"<p>اشتراك Adobe Creative Cloud لمدة سنة يوفر لك الوصول إلى مجموعة شاملة من أقوى أدوات التحرير والتصميم.</p>

    <section>
        <h2><strong>لماذا هذا المنتج؟</strong></h2>
        <ul>
            ",,,,,,,Digital - No Shipping,Digital,,,,2499,1999,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
43,GC-SW-KTS1,,,Kaspersky Total Security 1 Year,,,Gift Cards & Software Keys,Digital,New,كاسبرسكي,"<p>كاسبرسكاي توتال سيركيتيون لعام واحد لحماية جهازك من الفيروسات والتهديدات بشكل شامل.</p>

    <h2><strong>لماذا هذا المنتج؟</strong></h2>
    <ul>
        <li>حماية متقدمة ضد الفيروسات والبرامج الخب",,,,,,,Digital - No Shipping,Digital,,,,149,119,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
44,GC-APL-100,,,Apple Gift Card $100,,,Gift Cards & Software Keys,Digital,New,بطاقة آبل,"<p>بطاقة هدية Apple بقيمة 100 دولار أميركي لشراء منتجات متعددة.</p>

    <h2><strong>لماذا هذا المنتج؟</strong></h2>
    <ul style=""direction: rtl;"">
        <li>توفير قيمة 100 دولار أميركي لشراء منتج",,,,,,,Digital - No Shipping,Digital,,,,389,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
45,GC-GP-50,,,Google Play $50 Gift Card,,,Gift Cards & Software Keys,Digital,New,بطاقة قوقل بلاي,"<p>تمنحك بطاقة Google Play بقيمة 50 دولار إمكانية الشراء من متجر التطبيقات والألعاب والأفلام والمزيد.</p>

    <h2><strong>لماذا هذا المنتج؟</strong></h2>
    <ul>
        <li>مثالي لشراء التطبيقات وا",,,,,,,Digital - No Shipping,Digital,,,,199,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
46,GC-NFX-100,,,Netflix Gift Card $100,,,Gift Cards & Software Keys,Digital,New,بطاقة نتفلكس,"<p>تمنح بطاقة هدية Netflix بقيمة 100 دولار إمكانية الوصول إلى خدمات الترفيه عبر الإنترنت من Netflix.</p>

    <strong>لماذا هذا المنتج؟</strong>
    <ul>
        <li>صالح لجميع الحسابات على Netflix.</",,,,,,,Digital - No Shipping,Digital,,,,389,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
47,GC-XBX-GPU3,,,Xbox Game Pass Ultimate 3 Months,,,Gift Cards & Software Keys,Digital,New,قيم باس,"<p>اشتراك Xbox Game Pass Ultimate لمدة 3 أشهر، يوفر لك مكتبة ضخمة من الألعاب بالإضافة إلى خدمة EA Play و Xbox Live Gold.</p>

    <h2><strong>لماذا هذا المنتج؟</strong></h2>
    <ul style=""direction: ",,,,,,,Digital - No Shipping,Digital,,,,179,149,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
48,GC-STM-50,,,Steam Wallet $50 Gift Card,,,Gift Cards & Software Keys,Digital,New,بطاقة ستيم,"<p>بطاقة هدية Steam Wallet بقيمة 50 دولارًا، تتيح لك شراء الألعاب والتحديثات وعناصر متجر Steam.</p>

    <h2><strong>لماذا هذا المنتج؟</strong></h2>
    <ul style=""direction: ltr;"">
        <li>تسهيل ",,,,,,,Digital - No Shipping,Digital,,,,199,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
49,GC-PSN-50,,,PlayStation Store $50 Gift Card,,,Gift Cards & Software Keys,Digital,New,بطاقة بلايستيشن,"<p>استمتع بتجربة الألعاب الإلكترونية المذهلة عبر PlayStation Store ببطاقة هدية قيمتها 50 دولار.</p>

    <h2><strong>لماذا هذا المنتج؟</strong></h2>
    <ul style=""direction: rtl;"">
        <li>يسمح ب",,,,,,,Digital - No Shipping,Digital,,,,199,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
50,GC-SW-OFF24,,,Microsoft Office 2024 Pro Plus,,,Gift Cards & Software Keys,Digital,New,أوفيس 2024 برو,"<p>مفتاح تفعيل Microsoft Office 2024 Pro Plus، يشمل Word, Excel, PowerPoint, و Outlook.</p>

    <strong>لماذا هذا المنتج؟</strong>
    <ul>
        <li>يحتوي على أحدث إصدارات برامج Microsoft الرئيسية",,,,,,,Digital - No Shipping,Digital,,,,399,349,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
51,GC-SW-WIN11,,,Windows 11 Pro License Key,,,Gift Cards & Software Keys,Digital,New,مفتاح ويندوز 11 برو,"<p>مفتاح تفعيل أصلي لنظام التشغيل Windows 11 Professional، متوفر فورًا عبر البريد الإلكتروني.</p>
    <section>
        <h3><strong>لماذا هذا المنتج؟</strong></h3>
        <ul>
            <li>دعم الن",,,,,,,Digital - No Shipping,Digital,,,,249,199,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
486,GC-PSN-US-10,,,PlayStation Store $10 (US),,,Gift Cards & Software Keys,Digital,New,بلايستيشن ستور 10 دولار (US),"<p>بطاقة بلايستيشن ستور بقيمة 10 دولار لمنطقة US. التسليم فوري عبر البريد الإلكتروني خلال دقائق من إتمام الدفع. الرمز يفعّل عبر التطبيق/المتجر الرسمي للبطاقة.</p>
<strong>لماذا هذا المنتج؟</strong>
<u",,,,,,,Digital - No Shipping,Unknown,,,,40,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
487,GC-PSN-US-25,,,PlayStation Store $25 (US),,,Gift Cards & Software Keys,Digital,New,بلايستيشن ستور 25 دولار (US),"<p>بطاقة بلايستيشن ستور بقيمة 25 دولار لمنطقة US، تُسهم في تجربة ترفيهية مميزة عبر متجر بلايستيشن الرسمي. تُسليم فورًا عبر البريد الإلكتروني بعد إتمام الدفع، مما يوفر لك سرعة وسهولة في الاستخدام.</p>
",,,,,,,Digital - No Shipping,Unknown,,,,100,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
488,GC-PSN-US-50,,,PlayStation Store $50 (US),,,Gift Cards & Software Keys,Digital,New,بلايستيشن ستور 50 دولار (US),"<p>بطاقة بلايستيشن ستور بقيمة 50 دولار أمريكي لمنطقة الولايات المتحدة. تُسليم فورًا عبر البريد الإلكتروني بعد إتمام الدفع، ويمكن تفعيلها مباشرة عبر التطبيق أو المتجر الرسمي للبطاقة.</p>
<strong>لماذا ",,,,,,,Digital - No Shipping,Unknown,,,,201,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
489,GC-PSN-US-100,,,PlayStation Store $100 (US),,,Gift Cards & Software Keys,Digital,New,بلايستيشن ستور 100 دولار (US),"<p>بطاقة بلايستيشن ستور بقيمة 100 دولار لمنطقة US. تصل إليك فورًا عبر البريد الإلكتروني بعد إتمام الدفع، ويمكن تفعيلها عبر التطبيق أو المتجر الرسمي للبطاقة.</p>
<strong>لماذا هذا المنتج؟</strong>
<ul>",,,,,,,Digital - No Shipping,Unknown,,,,401,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
490,GC-PSN-KSA-10,,,PlayStation Store $10 (KSA),,,Gift Cards & Software Keys,Digital,New,بلايستيشن ستور 10 دولار (KSA),"<p>بطاقة بلايستيشن ستور بقيمة 10 دولار لمنطقة KSA. تُسليم فورًا عبر البريد الإلكتروني بعد إتمام الدفع، مع تفعيل مباشر عبر التطبيق أو المتجر الرسمي.</p>  
<strong>لماذا هذا المنتج؟</strong>  
<ul>  
  ",,,,,,,Digital - No Shipping,Unknown,,,,50,,,,,,,15,Yes,38,12,31.6,https://www.amazon.sa/-/en/PlayStation-Network-Card-Account-Digital/dp/B0CHSK46HQ/ref=sr_1_1,2026-04-29,Mainstream,,,,,,14
491,GC-PSN-KSA-25,,,PlayStation Store $25 (KSA),,,Gift Cards & Software Keys,Digital,New,بلايستيشن ستور 25 دولار (KSA),"<p>بطاقة بلايستيشن ستور بقيمة 25 دولار لمنطقة المملكة العربية السعودية. تُسليم فورًا عبر البريد الإلكتروني بعد إتمام الدفع، وتُفعّل مباشرة عبر التطبيق أو المتجر الرسمي للبطاقة.</p>
<strong>لماذا هذا ا",,,,,,,Digital - No Shipping,Unknown,,,,100,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
492,GC-PSN-KSA-50,,,PlayStation Store $50 (KSA),,,Gift Cards & Software Keys,Digital,New,بلايستيشن ستور 50 دولار (KSA),<p>البطاقة الإلكترونية PlayStation Store بقيمة 50 دولار أمريكي تُعد خيارًا مثاليًا لشراء ألعاب وخدمات ترفيهية مباشرة من متجر بلايستيشن. تُسليم فورًا عبر البريد الإلكتروني بعد إتمام الدفع، مما يوفر لك ,,,,,,,Digital - No Shipping,Unknown,,,,240,,,,,,,15,Yes,189,51,27,https://www.amazon.sa/-/en/PlayStation-Network-Card-Account-Digital/dp/B0CHSK2SB8,2026-04-29,Mainstream,,,,,,14
493,GC-PSN-KSA-100,,,PlayStation Store $100 (KSA),,,Gift Cards & Software Keys,Digital,New,بلايستيشن ستور 100 دولار (KSA),"<p>بطاقة بلايستيشن ستور بقيمة 100 دولار لمنطقة المملكة العربية السعودية. تصل إلى بريدك الإلكتروني فورًا بعد الدفع، ويمكن تفعيلها عبر التطبيق أو المتجر الرسمي للبطاقة.</p>
<strong>لماذا هذا المنتج؟</st",,,,,,,Digital - No Shipping,Unknown,,,,470,,,,,,,15,Yes,375,95,25.3,https://www.amazon.sa/-/en/PlayStation-Network-Card-Account-Digital/dp/B0CHSK993J/ref=sr_1_1,2026-04-29,Mainstream,,,,,,14
494,GC-XBX-US-10,,,Xbox Live $10 (US),,,Gift Cards & Software Keys,Digital,New,إكس بوكس لايف 10 دولار (US),"<p>بطاقة إكس بوكس لايف بقيمة 10 دولار لمنطقة US. التسليم فوري عبر البريد الإلكتروني خلال دقائق من إتمام الدفع. الرمز يفعّل عبر التطبيق/المتجر الرسمي للبطاقة.</p>
<strong>لماذا هذا المنتج؟</strong>
<ul",,,,,,,Digital - No Shipping,Unknown,,,,40,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
495,GC-XBX-US-25,,,Xbox Live $25 (US),,,Gift Cards & Software Keys,Digital,New,إكس بوكس لايف 25 دولار (US),"<p>بطاقة إكس بوكس لايف بقيمة 25 دولار لمنطقة US. التسليم فوري عبر البريد الإلكتروني خلال دقائق من إتمام الدفع. الرمز يفعّل عبر التطبيق/المتجر الرسمي للبطاقة.</p>
<strong>لماذا هذا المنتج؟</strong>
<ul",,,,,,,Digital - No Shipping,Unknown,,,,100,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
496,GC-XBX-US-50,,,Xbox Live $50 (US),,,Gift Cards & Software Keys,Digital,New,إكس بوكس لايف 50 دولار (US),"<p>بطاقة إكس بوكس لايف بقيمة 50 دولار لمنطقة US، تُسليم فورًا عبر البريد الإلكتروني بعد إتمام الدفع، وتُفعّل عبر التطبيق أو المتجر الرسمي للبطاقة.</p>  
<strong>لماذا هذا المنتج؟</strong>  
<ul>  
<li",,,,,,,Digital - No Shipping,Unknown,,,,201,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
497,GC-XBX-US-100,,,Xbox Live $100 (US),,,Gift Cards & Software Keys,Digital,New,إكس بوكس لايف 100 دولار (US),"<p>بطاقة إكس بوكس لايف بقيمة 100 دولار لمنطقة US، تُقدّم تجربة ترفيهية مميزة عبر تفعيلها عبر التطبيق أو المتجر الرسمي، مع تسليم فوري عبر البريد الإلكتروني بعد إتمام الدفع.</p>  
<strong>لماذا هذا المن",,,,,,,Digital - No Shipping,Unknown,,,,401,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
498,GC-XBX-KSA-10,,,Xbox Live $10 (KSA),,,Gift Cards & Software Keys,Digital,New,إكس بوكس لايف 10 دولار (KSA),"<p>بطاقة إكس بوكس لايف بقيمة 10 دولار لمنطقة المملكة العربية السعودية. تُسليم فورًا عبر البريد الإلكتروني بعد إتمام الدفع، وتُفعّل مباشرة عبر التطبيق أو المتجر الرسمي للبطاقة.</p>
<strong>لماذا هذا ال",,,,,,,Digital - No Shipping,Unknown,,,,40,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
499,GC-XBX-KSA-25,,,Xbox Live $25 (KSA),,,Gift Cards & Software Keys,Digital,New,إكس بوكس لايف 25 دولار (KSA),"<p>بطاقة إكس بوكس لايف بقيمة 25 دولار لمنطقة KSA. تُسليم فورًا عبر البريد الإلكتروني خلال دقائق بعد إتمام الدفع. الرمز يفعّل عبر التطبيق/المتجر الرسمي للبطاقة.</p>
<strong>لماذا هذا المنتج؟</strong>
<",,,,,,,Digital - No Shipping,Unknown,,,,100,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
500,GC-XBX-KSA-50,,,Xbox Live $50 (KSA),,,Gift Cards & Software Keys,Digital,New,إكس بوكس لايف 50 دولار (KSA),"<p>بطاقة إكس بوكس لايف بقيمة 50 دولار لمنطقة KSA، تُقدّم تجربة ترفيهية مُباشرة عبر منصات Xbox. تُرسل عبر البريد الإلكتروني فورًا بعد الدفع، وتُفعّل بسهولة عبر التطبيق أو المتجر الرسمي.</p>  
<strong>ل",,,,,,,Digital - No Shipping,Unknown,,,,201,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
501,GC-XBX-KSA-100,,,Xbox Live $100 (KSA),,,Gift Cards & Software Keys,Digital,New,إكس بوكس لايف 100 دولار (KSA),"<p>بطاقة إكس بوكس لايف بقيمة 100 دولار لمنطقة المملكة العربية السعودية، تُوفر تجربة ترفيهية مميزة عبر منصات Xbox مع تسليم فوري عبر البريد الإلكتروني بعد إتمام الدفع.</p>
<strong>لماذا هذا المنتج؟</str",,,,,,,Digital - No Shipping,Unknown,,,,401,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
502,GC-XBX-UK-10,,,Xbox Live $10 (UK),,,Gift Cards & Software Keys,Digital,New,إكس بوكس لايف 10 دولار (UK),"<p>بطاقة إكس بوكس لايف بقيمة 10 دولار لمنطقة UK، تُسليم فورًا عبر البريد الإلكتروني بعد إتمام الدفع، وتُفعّل مباشرة عبر التطبيق أو المتجر الرسمي.</p>  
<strong>لماذا هذا المنتج؟</strong>  
<ul>  
<li>",,,,,,,Digital - No Shipping,Unknown,,,,40,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
503,GC-XBX-UK-25,,,Xbox Live $25 (UK),,,Gift Cards & Software Keys,Digital,New,إكس بوكس لايف 25 دولار (UK),"<p>بطاقة إكس بوكس لايف بقيمة 25 دولار لمنطقة UK، تُسليم فورًا عبر البريد الإلكتروني بعد إتمام الدفع، وتُفعّل مباشرة عبر التطبيق أو المتجر الرسمي للبطاقة.</p>
<strong>لماذا هذا المنتج؟</strong>
<ul>
<l",,,,,,,Digital - No Shipping,Unknown,,,,100,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
504,GC-XBX-UK-50,,,Xbox Live $50 (UK),,,Gift Cards & Software Keys,Digital,New,إكس بوكس لايف 50 دولار (UK),"<p>بطاقة إكس بوكس لايف بقيمة 50 دولار لمنطقة UK. يتم تسليمها فورًا عبر البريد الإلكتروني خلال دقائق من إتمام الدفع. الرمز يفعّل عبر التطبيق/المتجر الرسمي للبطاقة.</p>
<strong>لماذا هذا المنتج؟</strong",,,,,,,Digital - No Shipping,Unknown,,,,201,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
505,GC-XBX-UK-100,,,Xbox Live $100 (UK),,,Gift Cards & Software Keys,Digital,New,إكس بوكس لايف 100 دولار (UK),"<p>بطاقة إكس بوكس لايف بقيمة 100 دولار لمنطقة UK. تُسليم فورًا عبر البريد الإلكتروني بعد إتمام الدفع، مع إمكانية تفعيل الرمز عبر التطبيق أو المتجر الرسمي للبطاقة.</p>
<strong>لماذا هذا المنتج؟</strong",,,,,,,Digital - No Shipping,Unknown,,,,401,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
506,GC-STM-GLOBAL-5,,,Steam Wallet $5 (Global),,,Gift Cards & Software Keys,Digital,New,محفظة ستيم 5 دولار (Global),"<p>بطاقة محفظة ستيم بقيمة 5 دولارات لمنطقة Global، تُقدّم تجربة تسوق سلسة عبر تطبيق أو متجر رسمي. تُسهم في توسيع مكتبة الألعاب وتحقيق أهدافك الترفيهية بسهولة.</p>  
<strong>لماذا هذا المنتج؟</strong> ",,,,,,,Digital - No Shipping,Unknown,,,,20,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
507,GC-STM-GLOBAL-10,,,Steam Wallet $10 (Global),,,Gift Cards & Software Keys,Digital,New,محفظة ستيم 10 دولار (Global),"<p>بطاقة محفظة ستيم بقيمة 10 دولار لمنطقة Global. تصل إلى بريدك الإلكتروني فورًا بعد إتمام الدفع، وتُفعّل عبر التطبيق أو المتجر الرسمي للبطاقة.</p>
<strong>لماذا هذا المنتج؟</strong>
<ul>
<li>توصيل فو",,,,,,,Digital - No Shipping,Unknown,,,,40,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
508,GC-STM-GLOBAL-20,,,Steam Wallet $20 (Global),,,Gift Cards & Software Keys,Digital,New,محفظة ستيم 20 دولار (Global),"<p>بطاقة محفظة ستيم بقيمة 20 دولار لمنطقة Global. تُسليم فورًا عبر البريد الإلكتروني بعد إتمام الدفع، وتُفعّل مباشرة من خلال التطبيق أو المتجر الرسمي للبطاقة.</p>
<strong>لماذا هذا المنتج؟</strong>
<u",,,,,,,Digital - No Shipping,Unknown,,,,80,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
509,GC-STM-GLOBAL-50,,,Steam Wallet $50 (Global),,,Gift Cards & Software Keys,Digital,New,محفظة ستيم 50 دولار (Global),"<p>بطاقة محفظة ستيم بقيمة 50 دولار لمنطقة Global. تُسليم فورًا عبر البريد الإلكتروني بعد إتمام الدفع، ويمكن تفعيل الرمز مباشرة من خلال التطبيق أو المتجر الرسمي للبطاقة.</p>  
<strong>لماذا هذا المنتج؟",,,,,,,Digital - No Shipping,Unknown,,,,225,,,,,,,15,Yes,177,48,27.1,https://www.amazon.sa/-/en/GADGET-UPGRADE-gift-card-steam/dp/B00QZLVCU0,2026-04-29,Mainstream,,,,,,14
510,GC-STM-GLOBAL-100,,,Steam Wallet $100 (Global),,,Gift Cards & Software Keys,Digital,New,محفظة ستيم 100 دولار (Global),"<p>بطاقة محفظة ستيم بقيمة 100 دولار لمنطقة Global. تصل إلى بريدك الإلكتروني فورًا بعد الدفع، ويمكن تفعيلها مباشرة عبر التطبيق أو المتجر الرسمي للبطاقة.</p>
<strong>لماذا هذا المنتج؟</strong>
<ul>
<li",,,,,,,Digital - No Shipping,Unknown,,,,401,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
512,GC-RZR-GLOBAL-10,,,Razer Gold $10 (Global),,,Gift Cards & Software Keys,Digital,New,رازر قولد 10 دولار (Global),"<p>بطاقة رازر قولد بقيمة 10 دولار لمنطقة Global. تصل إلى بريدك الإلكتروني فورًا بعد إتمام الدفع، ويمكن تفعيلها عبر التطبيق الرسمي للبطاقة.</p>  
<strong>لماذا هذا المنتج؟</strong>  
<ul>  
  <li>توصيل",,,,,,,Digital - No Shipping,Unknown,,,,50,,,,,,,15,Yes,37,13,35.1,https://www.amazon.sa/-/en/Razer-Gold-Global-Digital-Code/dp/B0CPSDK6ZV/ref=sr_1_1,2026-04-29,Mainstream,,,,,,14
513,GC-RZR-GLOBAL-25,,,Razer Gold $25 (Global),,,Gift Cards & Software Keys,Digital,New,رازر قولد 25 دولار (Global),"<p>بطاقة رازر قولد بقيمة 25 دولار لمنطقة Global. تصل عبر البريد الإلكتروني فورًا بعد إتمام الدفع، وتُفعّل عبر التطبيق أو المتجر الرسمي للبطاقة.</p>  
<strong>لماذا هذا المنتج؟</strong>  
<ul>  
<li>تو",,,,,,,Digital - No Shipping,Unknown,,,,100,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
514,GC-RZR-GLOBAL-50,,,Razer Gold $50 (Global),,,Gift Cards & Software Keys,Digital,New,رازر قولد 50 دولار (Global),"<p>بطاقة رازر قولد بقيمة 50 دولار لمنطقة Global. يتم تسليمها فورًا عبر البريد الإلكتروني بعد إتمام الدفع، ويمكن تفعيلها عبر التطبيق أو المتجر الرسمي للبطاقة.</p>  
<strong>لماذا هذا المنتج؟</strong>  ",,,,,,,Digital - No Shipping,Unknown,,,,235,,,,,,,15,Yes,188,47,25,https://www.amazon.sa/-/en/Razer-Gold-Global-Digital-Code/dp/B0CPSMTCPY/ref=sr_1_1,2026-04-29,Mainstream,,,,,,14
515,GC-RZR-GLOBAL-100,,,Razer Gold $100 (Global),,,Gift Cards & Software Keys,Digital,New,رازر قولد 100 دولار (Global),"<p>بطاقة رازر قولد بقيمة 100 دولار لمنطقة Global. التسليم فوري عبر البريد الإلكتروني خلال دقائق من إتمام الدفع. الرمز يفعّل عبر التطبيق/المتجر الرسمي للبطاقة.</p>
<strong>لماذا هذا المنتج؟</strong>
<u",,,,,,,Digital - No Shipping,Unknown,,,,470,,,,,,,15,Yes,375,95,25.3,https://www.amazon.sa/-/en/Razer-Gold-Global-Digital-Code/dp/B0CPSBG7JH/ref=sr_1_1,2026-04-29,Mainstream,,,,,,14
517,GC-RBX-US-10,,,Roblox $10 (US),,,Gift Cards & Software Keys,Digital,New,روبلكس 10 دولار (US),"<p>بطاقة روبلكس بقيمة 10 دولار أمريكي لمنطقة الولايات المتحدة. يتم تسليمها فورًا عبر البريد الإلكتروني بعد إتمام الدفع، مع إمكانية تفعيل الرمز عبر التطبيق الرسمي لروبلوكس.</p>
<strong>ل",,,,,,,Digital - No Shipping,Unknown,,,,40,,,,,,,15,Yes,,,,,,Mainstream,,,,,,14
